s1,s2,gs,file,s1_n_words,s2_n_words,s1_n_verbs_tot,s2_n_verbs_tot,s1_n_verbs_pres,s2_n_verbs_pres,s1_n_verbs_past,s2_n_verbs_past,s1_n_nouns,s2_n_nouns,s1_n_adjectives,s2_n_adjectives,s1_n_adverbs,s2_n_adverbs,dif_n_words,dif_n_verbs_tot,dif_n_verbs_pres,dif_n_verbs_past,dif_n_nouns,dif_n_adjectives,dif_n_adverbs,jaccard_all_words,jaccard_verbs,jaccard_nouns,jaccard_adjectives,jaccard_adverbs,all_all_shared_synsets_count,all_all_shared_synsets_ratio,all_all_avg_synset_similarity,all_all_max_synset_similarity,all_verb_shared_synsets_count,all_verb_shared_synsets_ratio,all_verb_avg_synset_similarity,all_verb_max_synset_similarity,all_noun_shared_synsets_count,all_noun_shared_synsets_ratio,all_noun_avg_synset_similarity,all_noun_max_synset_similarity,all_adj_shared_synsets_count,all_adj_shared_synsets_ratio,all_adj_avg_synset_similarity,all_adj_max_synset_similarity,all_adv_shared_synsets_count,all_adv_shared_synsets_ratio,all_adv_avg_synset_similarity,all_adv_max_synset_similarity,best_all_shared_synsets_count,best_all_shared_synsets_ratio,best_all_avg_synset_similarity,best_all_max_synset_similarity,best_verb_shared_synsets_count,best_verb_shared_synsets_ratio,best_verb_avg_synset_similarity,best_verb_max_synset_similarity,best_noun_shared_synsets_count,best_noun_shared_synsets_ratio,best_noun_avg_synset_similarity,best_noun_max_synset_similarity,best_adj_shared_synsets_count,best_adj_shared_synsets_ratio,best_adj_avg_synset_similarity,best_adj_max_synset_similarity,best_adv_shared_synsets_count,best_adv_shared_synsets_ratio,best_adv_avg_synset_similarity,best_adv_max_synset_similarity,lemma_diversity,shared_lemmas_ratio,avg_lemma_similarity,max_lemma_similarity,lemma_jackard_similarity,shared_lemma_count,dice_coefficient,lemma_bigram_overlap,lemma_lcs_length,lemma_edit_distance,proportion_s1_in_s2,proportion_s2_in_s1,lemma_position_similarity
We shall have to speak with just one disagreeable voice in the WTO.,We will speak with one voice grace within the WTO.,3.75,SMTeuroparl,14,11,2,1,0,0,0,0,2,3,1,0,1,0,3,1,0,0,-1,1,1,0.47058823529411764,0.5,0.6666666666666667,0.0,0.0,28,0.6829268292682927,0.36795122649722384,1.0,7,0.7777777777777778,0.4192743764172336,1.0,14,0.6666666666666666,0.316752481001865,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0.5714285714285714,0.5140039447731756,1.0,1,1.0,1.0,1.0,3,0.75,0.47350427350427354,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,0.5,0.23981712731712732,1.0,0.5,4,0.6666666666666666,0.1111111111111111,4,4,0.6666666666666666,0.6666666666666666,0.8333333333333334
We welcome the arrangements proposed in this respect by the Preparatory Committee and adopted by the General Assembly regarding procedures for the registration of non-governmental organisations for involvement in the preparatory process and the Special Session in September 2001.,"We are pleased with proposed arrangements in this respect by the committee preparatory and decided by the General Assembly with regard to the mode of accreditation of the governmental organizations, with the preparatory process and the extraordinary session of September 2001.",4.25,SMTeuroparl,40,43,4,2,2,1,2,1,12,13,4,5,0,0,-3,2,1,1,-1,-1,0,0.41860465116279066,0.0,0.5,0.125,0.0,69,0.552,0.3056223601187079,1.0,18,0.5142857142857142,0.25864319597302793,1.0,44,0.6376811594202898,0.3075388996874052,1.0,2,0.4,0.5833333333333334,1.0,0,0.0,1.0,1.0,10,0.43478260869565216,0.3126108894761633,1.0,1,0.25,0.39616402116402116,1.0,8,0.5,0.30298783345396174,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,28,0.39285714285714285,0.31827965685108545,1.0,0.3928571428571429,11,0.5641025641025641,0.11428571428571428,10,13,0.55,0.5789473684210527,0.9653679653679653
That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.,This is a disgrace when we think that the European Union presents itself as the champion of the modernisation of economic life!,4.6,SMTeuroparl,22,23,3,2,3,2,0,0,6,6,2,2,0,0,-1,1,1,0,0,0,0,0.30000000000000004,0.33333333333333337,0.09090909090909094,0.0,0.0,7,0.056451612903225805,0.2728118731128739,1.0,2,0.041666666666666664,0.2783207976663859,1.0,4,0.06349206349206349,0.2663484531886678,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,1,0.058823529411764705,0.27427886781118205,1.0,0,0.0,0.0,0.0,1,0.07692307692307693,0.27427886781118205,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,17,0.058823529411764705,0.2834100741508149,1.0,0.05882352941176472,1,0.1111111111111111,0.0,1,8,0.1111111111111111,0.1111111111111111,1.0
I think that France has set an excellent example by finally deciding to take this step.,I find exemplary that France will be resolved to take this step.,4.6,SMTeuroparl,17,13,5,4,3,1,1,1,4,2,1,2,1,0,4,1,2,0,2,-1,1,0.30434782608695654,0.125,0.5,0.0,0.0,68,0.40236686390532544,0.2930701861740234,1.0,53,0.45689655172413796,0.2934086008554093,1.0,15,0.38461538461538464,0.2820143380001971,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,3,0.25,0.318315097299917,1.0,0,0.0,0.0,0.0,3,0.375,0.31225893387658094,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,12,0.25,0.25444144333033225,1.0,0.25,3,0.4,0.08333333333333333,3,7,0.3333333333333333,0.5,0.7407407407407408
(Applause),"I have already answered on this point and I support completely what he has said on the necessity of improving the public debate, and I will not go back on what I have said, but it is true that, all too often, the citizens feel the decisions that are taken in the authorities that they do not know.  ",0.0,SMTeuroparl,3,63,0,14,0,8,0,4,1,10,0,3,0,7,-60,-14,-8,-4,-9,-3,-7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.28714491272960446,0.7692307692307693,0,0.0,0.0,0.0,0,0.0,0.28714491272960446,0.7692307692307693,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.3091512654012654,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.3091512654012654,0.6666666666666666,0,0.0,1.0,1.0,0,0.0,0.0,0.0,21,0.0,0.19343487200630058,0.3333333333333333,0.0,0,0.0,0.0,0,21,0.0,0.0,0.0
"On my own behalf and on behalf of my colleagues in the Committee on Fisheries, I would ask you, Madam President, to send Parliament' s condolences to the families of the victims and to the local authorities in both Brittany and in Marín, Galicia, from where the majority of the victims came.","Madam the President, I ask you, in the name of my colleagues in the Committee on Fisheries and in my proper name, to send a message of sympathy on behalf of the Parliament to the families of the victims and to the local authorities both of Brittany and of Marín, town of Galicia, from where are originating the majority in the victims.",4.0,SMTeuroparl,59,68,3,6,0,4,1,0,17,19,3,2,0,0,-9,-3,-4,1,-2,1,0,0.5833333333333333,0.125,0.6842105263157895,0.25,0.0,59,0.5086206896551724,0.2798234968207891,1.0,15,0.29411764705882354,0.2761453300916235,1.0,41,0.7068965517241379,0.2797530242416148,1.0,3,0.75,0.625,1.0,0,0.0,1.0,1.0,16,0.6666666666666666,0.29332967632876844,1.0,2,0.6666666666666666,0.513888888888889,1.0,14,0.7,0.2887346927337659,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,26,0.6538461538461539,0.22610225632952907,1.0,0.6538461538461539,17,0.7906976744186046,0.25,14,14,0.85,0.7391304347826086,0.863529411764706
"Mr President, we took a great deal of care over preparing the Karamanou report in the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs.","Mr President, the Committee on Citizens' Freedoms and Rights, Justice and Internal Affairs has prepared with great care the Karamanou report.",4.6,SMTeuroparl,30,25,2,2,1,1,1,1,12,10,2,3,0,0,5,0,0,0,2,-1,0,0.5806451612903225,0.0,0.8333333333333334,0.6666666666666667,0.0,95,0.5307262569832403,0.2909021881737211,1.0,23,0.2948717948717949,0.27451685871418313,1.0,41,0.6721311475409836,0.2566617733880763,1.0,5,0.625,0.5595238095238095,1.0,10,0.7692307692307693,0.5384615384615384,1.0,12,0.75,0.288169987851402,1.0,1,1.0,1.0,1.0,11,0.7857142857142857,0.2835477150452423,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,18,0.6666666666666666,0.2761163687502973,1.0,0.6666666666666667,12,0.8,0.2727272727272727,8,13,0.75,0.8571428571428571,0.6614583333333334
"This is also the position advocated by the rapporteur, and it is shared by the European People' s Party.",This is the position defended by the rapporteur and shared by the European People's Party.,4.6,SMTeuroparl,22,17,4,3,2,1,2,2,5,4,1,1,1,0,5,1,1,0,1,0,1,0.6,0.5,0.8,1.0,0.0,43,0.7818181818181819,0.3136736562754076,1.0,10,0.5263157894736842,0.28224222171590596,1.0,32,0.9411764705882353,0.3189362356011555,1.0,1,1.0,1.0,1.0,0,0.0,0.0,0.0,6,0.6666666666666666,0.3976235093882152,1.0,0,0.0,0.0,0.0,6,0.8571428571428571,0.3976235093882152,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,9,0.6666666666666666,0.3417420377241806,1.0,0.6666666666666667,6,0.8,0.4444444444444444,6,2,0.75,0.8571428571428571,0.875
". (ES) Mr President, enlargement is essential for the construction of a strong and united European continent.","- (ES) Mr President, enlargement is essential for the construction of a strong and unified European continent.",5.0,SMTeuroparl,21,21,1,1,1,1,0,0,6,6,4,4,0,0,0,0,0,0,0,0,0,0.8636363636363636,1.0,1.0,0.6,0.0,49,0.875,0.3323205670031654,1.0,4,0.5714285714285714,0.4073015873015873,1.0,27,1.0,0.2681265060919424,1.0,7,0.875,0.5625,1.0,0,0.0,1.0,1.0,9,0.8181818181818182,0.35345353612311114,1.0,0,0.0,0.25,0.25,8,1.0,0.34496770912695834,1.0,1,1.0,1.0,1.0,0,0.0,1.0,1.0,11,0.8181818181818182,0.33483977133977133,1.0,0.8181818181818181,9,0.9,0.6363636363636364,9,1,0.9,0.9,1.0
"Mr President, I would like to focus in my speech on Mrs Lalumière' s report, which I think is clearly worded and well put together.","Mr President, in my speech I shall focus on the report by Mrs Lalumière, report that I think it is well thought-out and clearly formulated.",4.2,SMTeuroparl,29,28,7,6,3,3,1,1,7,6,1,2,3,2,1,1,0,0,1,-1,1,0.42105263157894735,0.30000000000000004,0.7142857142857143,0.0,0.6666666666666667,81,0.6639344262295082,0.31017288491081907,1.0,26,0.6046511627906976,0.28820937438597843,1.0,35,0.7291666666666666,0.2738498758797924,1.0,1,0.25,0.625,1.0,17,0.7391304347826086,0.5217391304347826,1.0,8,0.6153846153846154,0.31829248758673606,1.0,0,0.0,0.0,0.0,7,0.7,0.3085538088379751,1.0,0,0.0,1.0,1.0,1,1.0,1.0,1.0,17,0.5294117647058824,0.2101829255400684,1.0,0.5294117647058824,9,0.6923076923076923,0.17391304347826086,8,8,0.6428571428571429,0.75,0.925925925925926
"Given this situation, there is an inescapable need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment.","In view of these realities, the need for greater involvement and greater efficiency in the fight against poverty and underdevelopment is essential.",4.8,SMTeuroparl,23,24,2,1,1,1,1,0,7,8,3,3,0,0,-1,1,0,1,-1,0,0,0.5185185185185186,0.5,0.5,0.33333333333333337,0.0,31,0.28440366972477066,0.332628754559523,1.0,7,0.12962962962962962,0.29207581794086984,1.0,18,0.4186046511627907,0.34175975228572786,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,6,0.42857142857142855,0.38037049370382703,1.0,0,0.0,1.0,1.0,6,0.46153846153846156,0.38037049370382703,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,14,0.42857142857142855,0.3107935223637703,1.0,0.4285714285714286,6,0.6,0.3333333333333333,7,5,0.6,0.6,0.9090909090909091
"As a matter of urgency, therefore, the staff complement of the Interdepartmental Group attached to the Commission Secretariat should be strengthened at the earliest possible opportunity in order to ensure that all proposals for acts which are general in scope are accompanied, when considered by the College of Commissioners and on the basis of Article 299(2), by a simplified sheet outlining their potential impact.","Thus, it is urgent that manpower of the Interdepartmental Group are very quickly reinforced with the cur of the General Secretariat of the Commission, so that all the proposals of act of general scope can be accompanied, during their examination by the college on basis of Article 299, paragraph 2, of a detailed impact statement.",4.4,SMTeuroparl,72,61,9,5,3,2,4,2,18,15,6,5,1,3,11,4,1,2,3,1,-2,0.33333333333333337,0.30000000000000004,0.375,0.25,0.0,75,0.35046728971962615,0.27620988726628404,1.0,23,0.3382352941176471,0.2626518515001233,1.0,43,0.3706896551724138,0.27500296548405373,1.0,3,0.375,0.5625,1.0,2,0.2,0.5277777777777778,1.0,13,0.30952380952380953,0.3141155350328424,1.0,1,0.125,0.3473625140291807,1.0,11,0.3793103448275862,0.30993346680851014,1.0,1,0.5,0.75,1.0,0,0.0,0.5,0.5,44,0.29545454545454547,0.2379290747980652,1.0,0.2954545454545454,13,0.45614035087719296,0.12,12,22,0.40625,0.52,0.8557692307692307
"There is, of course, one crucial event, namely that a start has been made with category four and with looking at ways how we will deal with it, but it is not yet entirely clear whether we have managed to resolve this, partly because the Council refuses to have sufficient input in the attendant thought processes.","There is, of course, a very important point is the fact that we have begun the heading four, with its approach, but we do not yet know very well if we managed to resolve the problem, particularly because the Council does not wish to participate enough food for thought.",4.4,SMTeuroparl,62,55,12,12,6,6,3,2,8,8,5,2,5,7,7,0,0,1,0,3,-2,0.29166666666666663,0.1578947368421053,0.23076923076923073,0.0,0.25,61,0.13926940639269406,0.278929088350909,1.0,35,0.1724137931034483,0.28435447918475204,1.0,17,0.10303030303030303,0.25552795573854165,1.0,1,0.1111111111111111,0.5208333333333334,1.0,7,0.22580645161290322,0.5104166666666666,1.0,7,0.1794871794871795,0.31226669028139614,1.0,1,0.5,0.6666666666666666,1.0,5,0.1724137931034483,0.3015509505246025,1.0,0,0.0,0.5,0.5,1,0.2,0.5625,1.0,40,0.175,0.19476143514605054,1.0,0.17500000000000004,7,0.2978723404255319,0.022727272727272728,7,20,0.2692307692307692,0.3333333333333333,0.8681318681318679
"The French Presidency thanks you, Madam President, ladies and gentlemen, for this cooperation, for your support and also for the warm reception you have given us.","For this cooperation, for your support and also for your reception, Madam President, ladies and gentlemen of the European Parliament, the French Presidency thanks you.",4.8,SMTeuroparl,31,30,2,0,1,0,1,0,8,9,2,2,1,1,1,2,1,1,-1,0,0,0.7307692307692308,0.0,0.8888888888888888,0.33333333333333337,1.0,52,0.4406779661016949,0.28316912469448047,1.0,13,0.22033898305084745,0.2596975632902266,1.0,37,0.8409090909090909,0.2922144776481436,1.0,1,0.2,0.5625,1.0,1,0.5,0.75,1.0,11,0.6875,0.31267814036421215,1.0,0,0.0,0.0,0.0,10,0.7142857142857143,0.3079050718945192,1.0,0,0.0,1.0,1.0,1,1.0,1.0,1.0,16,0.6875,0.26932527179779925,1.0,0.6875,11,0.8148148148148148,0.3888888888888889,4,11,0.7857142857142857,0.8461538461538461,0.5909090909090909
"Firstly, simplification and clarification of the Treaties.","First, that of a simplification and clarification of the Treaties.",4.8,SMTeuroparl,9,12,0,0,0,0,0,0,3,3,0,0,1,1,-3,0,0,0,0,0,0,0.6666666666666667,0.0,1.0,0.0,0.0,7,0.3181818181818182,0.4015436576938532,1.0,0,0.0,1.0,1.0,6,0.5,0.38912941645462285,1.0,0,0.0,0.0,0.0,1,0.25,0.625,1.0,3,0.6,0.6668650793650794,1.0,0,0.0,1.0,1.0,3,0.75,0.6668650793650794,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,5,0.6,0.5021634615384616,1.0,0.6,3,0.75,0.5,3,1,0.75,0.75,1.0
"It must genuinely be a centre for coordinating the network of national agencies which, in turn, must activate and coordinate a network of centres of excellence for food safety at the level of the individual regions.","It must be the real brains of coordination of the network of national agencies which, in turn, will have to activate and coordinate a network of centres of excellence on food safety at regional level.",4.6,SMTeuroparl,39,38,4,4,1,0,0,0,11,11,2,3,1,0,1,0,1,0,0,-1,1,0.6216216216216216,0.6,0.6666666666666667,0.25,0.0,113,0.743421052631579,0.2797528617597843,1.0,44,0.9565217391304348,0.26836516031180063,1.0,55,0.7432432432432432,0.27078533654952597,1.0,5,0.45454545454545453,0.5416666666666666,1.0,0,0.0,0.5,0.5,12,0.631578947368421,0.3282967639525016,1.0,1,1.0,1.0,1.0,11,0.6875,0.32460608683136155,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,20,0.6,0.27335850424085717,1.0,0.6,12,0.75,0.36,13,7,0.75,0.75,0.9385964912280702
"Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.","The Greek ships have sunk, without there being the slightest storm in its neck of the woods, Mr Gayssot.",5.0,SMTeuroparl,19,22,3,3,1,2,2,1,6,6,1,2,0,0,-3,0,-1,1,0,-1,0,0.48,0.5,0.33333333333333337,0.5,0.0,28,0.5384615384615384,0.2727740368466991,1.0,19,0.76,0.2736355219091792,1.0,7,0.3181818181818182,0.25758220886488725,1.0,1,0.5,0.75,1.0,0,0.0,1.0,1.0,5,0.5,0.30231743242579157,1.0,1,0.5,0.6,1.0,4,0.5,0.28530699999297965,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,12,0.5833333333333334,0.19899190315856982,1.0,0.5833333333333333,7,0.7368421052631579,0.3076923076923077,5,7,0.7777777777777778,0.7,0.6285714285714284
"B5-0794/2000, by Mr Medina Ortega, Mr Linkohr and Mr Fava, on behalf of the Group of the Party of European Socialists, on the kidnap in Colombia of a Spanish Jesuit engaged in negotiations with the guerillas;","(B5-0794 / 2000, by Mr Medina Ortega, Linkohr and Mr Fava, on behalf of the Group of the Party of European Socialists, on the abduction by Colombia of a Spanish Jesuit engaged in negotiations with the guerrilla movement.",4.6,SMTeuroparl,41,44,1,1,0,0,1,1,16,16,3,4,0,0,-3,0,0,0,0,-1,0,0.6756756756756757,1.0,0.631578947368421,0.75,0.0,40,0.7407407407407407,0.2869155153223968,1.0,13,0.9285714285714286,0.3160549157801905,1.0,23,0.6388888888888888,0.2739774445033628,1.0,4,1.0,0.625,1.0,0,0.0,1.0,1.0,14,0.8235294117647058,0.30388345486699586,1.0,1,0.5,0.6428571428571428,1.0,13,0.8666666666666667,0.30040680165684047,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,23,0.6521739130434783,0.2064057040842755,1.0,0.6521739130434783,15,0.7894736842105263,0.5,16,6,0.8333333333333334,0.75,0.9904761904761905
"As there is still a lot of uncertainty, we must know what the scientific facts are and what action must be taken.","We need to know today, since we are still in uncertainty, which are the scientific data, which are the measures to be taken.",4.6,SMTeuroparl,24,27,5,7,2,4,1,1,4,4,1,1,1,1,-3,-2,-2,0,0,0,0,0.3666666666666667,0.6666666666666667,0.1428571428571429,1.0,1.0,78,0.5909090909090909,0.3124553216609709,1.0,57,0.8507462686567164,0.31508144478051164,1.0,9,0.18,0.28058484165078806,1.0,4,1.0,0.625,1.0,4,0.6666666666666666,0.5833333333333334,1.0,5,0.38461538461538464,0.32462097652023825,1.0,0,0.0,1.0,1.0,4,0.3333333333333333,0.31406817927836694,1.0,1,1.0,1.0,1.0,0,0.0,1.0,1.0,14,0.35714285714285715,0.24912590187590186,1.0,0.3571428571428571,5,0.5263157894736842,0.0,4,9,0.5555555555555556,0.5,0.78
"Given this situation, there is an inescapable need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment.","Vis-a-vis these realities, the need for a greater implication and a greater effectiveness in the fight against poverty and the underdevelopment is essential.",4.6,SMTeuroparl,23,25,2,1,1,1,1,0,7,7,3,4,0,0,-2,1,0,1,0,-1,0,0.5185185185185186,0.5,0.5555555555555556,0.25,0.0,28,0.2828282828282828,0.34024836547932585,1.0,7,0.13725490196078433,0.3017976211006364,1.0,15,0.4166666666666667,0.3429880950332248,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,6,0.46153846153846156,0.38785134819993206,1.0,0,0.0,1.0,1.0,6,0.5,0.38785134819993206,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,14,0.42857142857142855,0.3101645370240412,1.0,0.4285714285714286,6,0.6,0.3333333333333333,7,5,0.6,0.6,0.9090909090909091
"Do you think that the Austrian model, i.e. bilateral majority resolutions, will be used in future as a way of passing resolutions which bypass the European institutions and of forming a new institution or a new group in order to circumvent unanimity in the Council?","Do you think that the Austrian 'model' - the majority decisions to be taken in future bilateral - it will be an instrument to take decisions by ignoring the European institutions and to set up a new institution, or a new group, in order to get round the unanimity rule in the Council?",4.8,SMTeuroparl,49,57,8,10,4,2,1,1,12,12,6,6,0,0,-8,-2,2,0,0,0,0,0.4727272727272728,0.2142857142857143,0.4666666666666667,1.0,0.0,97,0.24433249370277077,0.2807503578279024,1.0,30,0.15306122448979592,0.28117833107697476,1.0,45,0.2727272727272727,0.2710260530823544,1.0,6,0.75,0.5612244897959183,1.0,1,0.25,0.5833333333333334,1.0,13,0.4482758620689655,0.3000376805067572,1.0,0,0.0,0.2222222222222222,0.2222222222222222,11,0.44,0.2959570966157018,1.0,1,1.0,1.0,1.0,0,0.0,1.0,1.0,30,0.43333333333333335,0.25123742923742926,1.0,0.43333333333333335,13,0.6046511627906976,0.175,13,13,0.6190476190476191,0.5909090909090909,0.9600000000000001
"Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the EU as a whole basically depend - and Denmark demonstrated this - on dismantling the social and democratic deficits of European policy.",Thirdly: the positive acceptance of enlargement and its prospects for the various countries and the EU as a whole largely depend - the example of Denmark east there for us to show it - elimination on the social and democratic deficits for the European policy.,4.8,SMTeuroparl,39,47,4,1,2,0,1,0,7,12,6,6,2,3,-8,3,2,1,-5,0,-1,0.48888888888888893,0.0,0.5833333333333333,0.5,0.25,71,0.568,0.30899688246423024,1.0,6,0.2857142857142857,0.26883005400719306,1.0,37,0.5967741935483871,0.26465106247183845,1.0,12,0.8571428571428571,0.5355029585798816,1.0,2,0.3333333333333333,0.5666666666666667,1.0,15,0.5769230769230769,0.3013368489486217,1.0,1,0.3333333333333333,0.5396825396825397,1.0,12,0.6666666666666666,0.2890818587791256,1.0,1,1.0,1.0,1.0,1,0.3333333333333333,0.625,1.0,26,0.5769230769230769,0.2509602173477772,1.0,0.5769230769230769,15,0.7317073170731707,0.21875,14,9,0.7894736842105263,0.6818181818181818,0.9393939393939393
Those who stand apart from reinforced cooperation are really being given the same freedom as the back seat passengers in a car.,Those who reject reinforced cooperation enjoy the same freedom of movement that passengers back the seat of a car.,4.4,SMTeuroparl,23,20,5,3,3,2,2,1,5,5,2,1,2,1,3,2,1,1,0,1,1,0.3793103448275862,0.1428571428571429,0.6666666666666667,0.5,0.0,56,0.34782608695652173,0.2897338609430962,1.0,19,0.21839080459770116,0.2727692394751218,1.0,28,0.5283018867924528,0.2975782513772826,1.0,1,1.0,1.0,1.0,6,0.375,0.53125,1.0,7,0.5,0.3217391736178677,1.0,1,0.5,0.6666666666666666,1.0,6,0.6,0.3109601894600927,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,14,0.5,0.27507378984651715,1.0,0.5,7,0.6666666666666666,0.11764705882352941,6,7,0.6363636363636364,0.7,0.8961038961038962
The joint debate is closed.,The joint debate is closed.  ,5.0,SMTeuroparl,6,6,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,56,1.0,0.33388182890445334,1.0,25,1.0,0.27053266733266734,1.0,11,1.0,0.2819124158939424,1.0,4,1.0,0.625,1.0,2,1.0,0.75,1.0,3,1.0,0.47293447293447294,1.0,0,0.0,1.0,1.0,3,1.0,0.47293447293447294,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,3,1.0,0.42962962962962964,1.0,1.0,3,1.0,1.0,3,0,1.0,1.0,1.0
The right of a government arbitrarily to set aside its own constitution is the defining characteristic of a tyranny.,The right to a government of arbitrarily its Constitution is the definition of a dictatorship.  ,4.2,SMTeuroparl,20,16,3,1,2,1,0,0,5,5,1,0,1,1,4,2,1,0,0,1,0,0.5789473684210527,0.33333333333333337,0.4285714285714286,0.0,1.0,47,0.41964285714285715,0.3453303129949229,1.0,4,0.12121212121212122,0.2873278236914601,1.0,18,0.45,0.26548895980969167,1.0,5,0.8333333333333334,0.5833333333333334,1.0,11,0.6470588235294118,0.5294117647058824,1.0,5,0.5,0.4166350994588869,1.0,0,0.0,0.0,0.0,4,0.5,0.39996753087199793,1.0,0,0.0,1.0,1.0,1,1.0,1.0,1.0,11,0.36363636363636365,0.31837447531891977,1.0,0.36363636363636365,4,0.5333333333333333,0.18181818181818182,4,5,0.4444444444444444,0.6666666666666666,0.9444444444444444
"If we want to help Indonesia we must act now with money and deeds, not merely words.","If we want to help Indonesia, we must intervene now with money and concrete action, and not just with words.",5.0,SMTeuroparl,19,23,3,4,1,1,0,0,4,3,0,1,3,3,-4,-1,0,0,1,-1,0,0.6086956521739131,0.4,0.4,0.0,0.5,40,0.5194805194805194,0.29497891187726766,1.0,14,0.45161290322580644,0.28709418758438365,1.0,25,0.5952380952380952,0.2977243051275975,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,0.5,0.2994250617642162,1.0,0,0.0,0.0,0.0,6,0.6,0.2994250617642162,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,12,0.5,0.21695615769689844,1.0,0.5,6,0.6666666666666666,0.23076923076923078,6,3,0.6666666666666666,0.6666666666666666,1.0
Question No 6 by (H-0886/00):,Question No 6 by (h 0886 / 00):,5.0,SMTeuroparl,8,11,0,0,0,0,0,0,1,2,1,1,0,0,-3,0,0,0,-1,0,0,0.5833333333333333,0.0,0.5,0.0,0.0,13,0.7222222222222222,0.4029847410462384,1.0,5,1.0,0.42763636363636365,1.0,7,0.5833333333333334,0.38854062409734674,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,2,0.6666666666666666,0.49787581699346406,1.0,0,0.0,1.0,1.0,2,0.6666666666666666,0.49787581699346406,1.0,0,0.0,1.0,1.0,0,0.0,1.0,1.0,6,0.3333333333333333,0.2555555555555556,1.0,0.33333333333333337,2,0.5,0.2,2,3,0.6666666666666666,0.4,1.0
". (ES) Mr President, enlargement is essential for the construction of a strong and united European continent.","Mr President, enlargement is essential for the construction of a European continent strong and united.",4.8,SMTeuroparl,21,17,1,1,1,1,0,0,6,5,4,4,0,0,4,0,0,0,1,0,0,0.85,1.0,0.8333333333333334,1.0,0.0,48,0.9056603773584906,0.3497854548406408,1.0,6,1.0,0.4380952380952381,1.0,22,0.8148148148148148,0.27499795047984577,1.0,8,1.0,0.5625,1.0,0,0.0,1.0,1.0,9,0.9,0.3609571329705844,1.0,1,1.0,1.0,1.0,7,0.875,0.3381341734338196,1.0,1,1.0,1.0,1.0,0,0.0,1.0,1.0,10,0.9,0.3634414967748301,1.0,0.9,9,0.9473684210526315,0.5454545454545454,7,5,0.9,1.0,0.8555555555555556
"The French Presidency thanks you, Madam President, ladies and gentlemen, for this cooperation, for your support and also for the warm reception you have given us.","For this cooperation, for your support and for your kind welcome, Madam President, ladies and gentlemen, the French Presidency thank you.",4.8,SMTeuroparl,31,26,2,0,1,0,1,0,8,9,2,1,1,0,5,2,1,1,-1,1,1,0.6153846153846154,0.0,0.5454545454545454,0.5,0.0,44,0.3548387096774194,0.2781272265484555,1.0,13,0.20967741935483872,0.255926926377745,1.0,30,0.6818181818181818,0.28865541997381206,1.0,1,0.16666666666666666,0.5416666666666666,1.0,0,0.0,0.0,0.0,8,0.47058823529411764,0.29365462265321984,1.0,0,0.0,0.16666666666666666,0.16666666666666666,8,0.5714285714285714,0.29471285561977445,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,17,0.47058823529411764,0.2384571236843964,1.0,0.47058823529411764,8,0.64,0.2777777777777778,4,11,0.5714285714285714,0.7272727272727273,0.6964285714285714
